track.name,name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
The Banjo Man,BZN,1y0pVjlIXESA5dQo3FJNFE,0.443,0.934,7,-6.43,1,0.111,0.657,0.000113,0.97,0.611,81.212,audio_features,1y0pVjlIXESA5dQo3FJNFE,spotify:track:1y0pVjlIXESA5dQo3FJNFE,https://api.spotify.com/v1/tracks/1y0pVjlIXESA5dQo3FJNFE,https://api.spotify.com/v1/audio-analysis/1y0pVjlIXESA5dQo3FJNFE,267200,4
Over And Over Again,Robby Valentine,4iYDggcUrhO8h99n0gYCto,0.419,0.309,9,-13.565,1,0.0275,0.604,2.23e-06,0.116,0.17,79.974,audio_features,4iYDggcUrhO8h99n0gYCto,spotify:track:4iYDggcUrhO8h99n0gYCto,https://api.spotify.com/v1/tracks/4iYDggcUrhO8h99n0gYCto,https://api.spotify.com/v1/audio-analysis/4iYDggcUrhO8h99n0gYCto,259027,4
China Grove,The Doobie Brothers,7cy1bEJV6FCtDaYpsk8aG6,0.623,0.91,9,-8.448,1,0.0384,0.319,0.000448,0.081,0.745,145.624,audio_features,7cy1bEJV6FCtDaYpsk8aG6,spotify:track:7cy1bEJV6FCtDaYpsk8aG6,https://api.spotify.com/v1/tracks/7cy1bEJV6FCtDaYpsk8aG6,https://api.spotify.com/v1/audio-analysis/7cy1bEJV6FCtDaYpsk8aG6,195307,4
"Use It Up and Wear It Out - 12"" Single Edit",Odyssey,5Vs0jtRmnbJikhUAZzOREi,0.74,0.914,7,-6.903,1,0.0938,0.296,0.0326,0.113,0.709,127.589,audio_features,5Vs0jtRmnbJikhUAZzOREi,spotify:track:5Vs0jtRmnbJikhUAZzOREi,https://api.spotify.com/v1/tracks/5Vs0jtRmnbJikhUAZzOREi,https://api.spotify.com/v1/audio-analysis/5Vs0jtRmnbJikhUAZzOREi,297147,4
Heart Of Stone - Stereo Version / Remastered 2002,The Rolling Stones,7oLIJvY8IUSmjfXdUvn3ru,0.581,0.577,0,-11.375,1,0.0275,0.149,0.0263,0.103,0.569,94.827,audio_features,7oLIJvY8IUSmjfXdUvn3ru,spotify:track:7oLIJvY8IUSmjfXdUvn3ru,https://api.spotify.com/v1/tracks/7oLIJvY8IUSmjfXdUvn3ru,https://api.spotify.com/v1/audio-analysis/7oLIJvY8IUSmjfXdUvn3ru,169093,4
Dueling Banjos,Eric Weissberg,4xxn8GDqs7RUwgZTNznXNp,0.417,0.484,9,-8.781,1,0.0791,0.409,0.959,0.0663,0.501,149.79,audio_features,4xxn8GDqs7RUwgZTNznXNp,spotify:track:4xxn8GDqs7RUwgZTNznXNp,https://api.spotify.com/v1/tracks/4xxn8GDqs7RUwgZTNznXNp,https://api.spotify.com/v1/audio-analysis/4xxn8GDqs7RUwgZTNznXNp,194880,4
Dueling Banjos,Steve Mandell,4xxn8GDqs7RUwgZTNznXNp,0.417,0.484,9,-8.781,1,0.0791,0.409,0.959,0.0663,0.501,149.79,audio_features,4xxn8GDqs7RUwgZTNznXNp,spotify:track:4xxn8GDqs7RUwgZTNznXNp,https://api.spotify.com/v1/tracks/4xxn8GDqs7RUwgZTNznXNp,https://api.spotify.com/v1/audio-analysis/4xxn8GDqs7RUwgZTNznXNp,194880,4
Lonely Days,Bee Gees,7uLKyipL5WfndsHMRSGEUS,0.334,0.24,0,-14.5,0,0.0327,0.662,8.35e-05,0.634,0.37,94.254,audio_features,7uLKyipL5WfndsHMRSGEUS,spotify:track:7uLKyipL5WfndsHMRSGEUS,https://api.spotify.com/v1/tracks/7uLKyipL5WfndsHMRSGEUS,https://api.spotify.com/v1/audio-analysis/7uLKyipL5WfndsHMRSGEUS,225667,4
Juke Box Jive,The Rubettes,5x0kfE4WpRQrCyrUhzhkny,0.441,0.758,9,-8.686,1,0.0579,0.000119,3.74e-05,0.0548,0.76,173.856,audio_features,5x0kfE4WpRQrCyrUhzhkny,spotify:track:5x0kfE4WpRQrCyrUhzhkny,https://api.spotify.com/v1/tracks/5x0kfE4WpRQrCyrUhzhkny,https://api.spotify.com/v1/audio-analysis/5x0kfE4WpRQrCyrUhzhkny,182200,4
Together Forever,Rick Astley,76QJgXPE3oc1cnkE4PFHEn,0.702,0.933,2,-11.876,1,0.0491,0.0519,0.000128,0.151,0.896,115.115,audio_features,76QJgXPE3oc1cnkE4PFHEn,spotify:track:76QJgXPE3oc1cnkE4PFHEn,https://api.spotify.com/v1/tracks/76QJgXPE3oc1cnkE4PFHEn,https://api.spotify.com/v1/audio-analysis/76QJgXPE3oc1cnkE4PFHEn,205533,4
Tickatoo,Dizzy Man's Band,4v03ZCHmyLoLGFTl6GOKH4,0.742,0.625,6,-15.973,1,0.153,0.492,4.19e-05,0.0995,0.945,100.48,audio_features,4v03ZCHmyLoLGFTl6GOKH4,spotify:track:4v03ZCHmyLoLGFTl6GOKH4,https://api.spotify.com/v1/tracks/4v03ZCHmyLoLGFTl6GOKH4,https://api.spotify.com/v1/audio-analysis/4v03ZCHmyLoLGFTl6GOKH4,156560,4
Last Song,Edward Bear,7cbYx1iSCstX5W0YkKDK0c,0.554,0.62,6,-8.13,1,0.0456,0.403,0.0,0.128,0.791,128.854,audio_features,7cbYx1iSCstX5W0YkKDK0c,spotify:track:7cbYx1iSCstX5W0YkKDK0c,https://api.spotify.com/v1/tracks/7cbYx1iSCstX5W0YkKDK0c,https://api.spotify.com/v1/audio-analysis/7cbYx1iSCstX5W0YkKDK0c,195120,4
I'm So Excited,The Pointer Sisters,2u8MGAiS2hBVE7GZzTZLQI,0.685,0.858,8,-6.496,1,0.0348,0.104,0.000119,0.147,0.692,92.305,audio_features,2u8MGAiS2hBVE7GZzTZLQI,spotify:track:2u8MGAiS2hBVE7GZzTZLQI,https://api.spotify.com/v1/tracks/2u8MGAiS2hBVE7GZzTZLQI,https://api.spotify.com/v1/audio-analysis/2u8MGAiS2hBVE7GZzTZLQI,229467,4
The Lonely Bull (El Solo Toro),Herb Alpert & The Tijuana Brass,5JO3QdPjhEtAnveah7wzar,0.425,0.473,1,-10.755,1,0.0316,0.0193,0.827,0.738,0.823,114.226,audio_features,5JO3QdPjhEtAnveah7wzar,spotify:track:5JO3QdPjhEtAnveah7wzar,https://api.spotify.com/v1/tracks/5JO3QdPjhEtAnveah7wzar,https://api.spotify.com/v1/audio-analysis/5JO3QdPjhEtAnveah7wzar,136373,4
Shine,Aswad,1abBJRmGX2jLvE0b0GDmFV,0.764,0.87,2,-5.54,0,0.0519,0.0153,0.00222,0.0545,0.532,104.982,audio_features,1abBJRmGX2jLvE0b0GDmFV,spotify:track:1abBJRmGX2jLvE0b0GDmFV,https://api.spotify.com/v1/tracks/1abBJRmGX2jLvE0b0GDmFV,https://api.spotify.com/v1/audio-analysis/1abBJRmGX2jLvE0b0GDmFV,226467,4
You're My Best Friend,Don Williams,79yxkv3OXHrqvjJkadhOCm,0.554,0.211,1,-15.603,1,0.029,0.923,0.000438,0.117,0.331,130.071,audio_features,79yxkv3OXHrqvjJkadhOCm,spotify:track:79yxkv3OXHrqvjJkadhOCm,https://api.spotify.com/v1/tracks/79yxkv3OXHrqvjJkadhOCm,https://api.spotify.com/v1/audio-analysis/79yxkv3OXHrqvjJkadhOCm,169560,4
Simone,Albert West,3jD7XffVmStgNwPy6lBtPN,0.514,0.514,2,-10.754,1,0.0275,0.158,3.53e-06,0.212,0.63,94.335,audio_features,3jD7XffVmStgNwPy6lBtPN,spotify:track:3jD7XffVmStgNwPy6lBtPN,https://api.spotify.com/v1/tracks/3jD7XffVmStgNwPy6lBtPN,https://api.spotify.com/v1/audio-analysis/3jD7XffVmStgNwPy6lBtPN,175667,4
(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,6HH6fmHF2YssfVkRmzcjf0,0.671,0.497,5,-12.53,0,0.0289,0.484,0.0027,0.0893,0.564,105.117,audio_features,6HH6fmHF2YssfVkRmzcjf0,spotify:track:6HH6fmHF2YssfVkRmzcjf0,https://api.spotify.com/v1/tracks/6HH6fmHF2YssfVkRmzcjf0,https://api.spotify.com/v1/audio-analysis/6HH6fmHF2YssfVkRmzcjf0,192600,4
Young Girl,Gary Puckett & The Union Gap,3F64pIPqvcujnwvcVLVZ64,0.408,0.544,3,-8.277,1,0.0333,0.653,0.0,0.512,0.446,119.112,audio_features,3F64pIPqvcujnwvcVLVZ64,spotify:track:3F64pIPqvcujnwvcVLVZ64,https://api.spotify.com/v1/tracks/3F64pIPqvcujnwvcVLVZ64,https://api.spotify.com/v1/audio-analysis/3F64pIPqvcujnwvcVLVZ64,194493,4
If Tomorrow Never Comes,Ronan Keating,6sjnonftqO4kvQJS7peeth,0.561,0.487,10,-6.166,1,0.0272,0.38,0.0,0.0984,0.282,79.055,audio_features,6sjnonftqO4kvQJS7peeth,spotify:track:6sjnonftqO4kvQJS7peeth,https://api.spotify.com/v1/tracks/6sjnonftqO4kvQJS7peeth,https://api.spotify.com/v1/audio-analysis/6sjnonftqO4kvQJS7peeth,215627,4
Thanks for Saving My Life,Billy Paul,2FGCgX4WuTQCBYrmWOMvWy,0.512,0.736,2,-8.507,1,0.096,0.324,1.24e-06,0.168,0.877,168.229,audio_features,2FGCgX4WuTQCBYrmWOMvWy,spotify:track:2FGCgX4WuTQCBYrmWOMvWy,https://api.spotify.com/v1/tracks/2FGCgX4WuTQCBYrmWOMvWy,https://api.spotify.com/v1/audio-analysis/2FGCgX4WuTQCBYrmWOMvWy,177600,4
The Look,Roxette,0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,audio_features,0ZfM5XfJTtFPhOxAERRnNY,spotify:track:0ZfM5XfJTtFPhOxAERRnNY,https://api.spotify.com/v1/tracks/0ZfM5XfJTtFPhOxAERRnNY,https://api.spotify.com/v1/audio-analysis/0ZfM5XfJTtFPhOxAERRnNY,237320,4
(Our Love) Don't Throw It All Away,Andy Gibb,1RsxUuB1Q5OdseLpHMBkEN,0.349,0.337,5,-13.193,1,0.0528,0.357,6.05e-05,0.643,0.208,143.143,audio_features,1RsxUuB1Q5OdseLpHMBkEN,spotify:track:1RsxUuB1Q5OdseLpHMBkEN,https://api.spotify.com/v1/tracks/1RsxUuB1Q5OdseLpHMBkEN,https://api.spotify.com/v1/audio-analysis/1RsxUuB1Q5OdseLpHMBkEN,250200,4
Worst That Could Happen (Rerecorded),Brooklyn Bridge,25M7BLEvRduab1fdl4wlqW,0.355,0.565,0,-5.982,1,0.0323,0.366,0.0,0.207,0.282,143.894,audio_features,25M7BLEvRduab1fdl4wlqW,spotify:track:25M7BLEvRduab1fdl4wlqW,https://api.spotify.com/v1/tracks/25M7BLEvRduab1fdl4wlqW,https://api.spotify.com/v1/audio-analysis/25M7BLEvRduab1fdl4wlqW,200067,4
Spill The Wine,Eric Burdon,0xt7wDpsnwlv4OicsEQi7N,0.829,0.472,2,-13.568,0,0.046,0.38,0.0,0.0982,0.959,119.709,audio_features,0xt7wDpsnwlv4OicsEQi7N,spotify:track:0xt7wDpsnwlv4OicsEQi7N,https://api.spotify.com/v1/tracks/0xt7wDpsnwlv4OicsEQi7N,https://api.spotify.com/v1/audio-analysis/0xt7wDpsnwlv4OicsEQi7N,294800,4
Spill The Wine,War,0xt7wDpsnwlv4OicsEQi7N,0.829,0.472,2,-13.568,0,0.046,0.38,0.0,0.0982,0.959,119.709,audio_features,0xt7wDpsnwlv4OicsEQi7N,spotify:track:0xt7wDpsnwlv4OicsEQi7N,https://api.spotify.com/v1/tracks/0xt7wDpsnwlv4OicsEQi7N,https://api.spotify.com/v1/audio-analysis/0xt7wDpsnwlv4OicsEQi7N,294800,4
La diligence,The Cats,0irKeb4jOOtaNXouJYz6LT,0.606,0.571,11,-11.368,1,0.0339,0.597,0.265,0.0993,0.805,138.717,audio_features,0irKeb4jOOtaNXouJYz6LT,spotify:track:0irKeb4jOOtaNXouJYz6LT,https://api.spotify.com/v1/tracks/0irKeb4jOOtaNXouJYz6LT,https://api.spotify.com/v1/audio-analysis/0irKeb4jOOtaNXouJYz6LT,210160,4
Escape (The Pina Colada Song),Rupert Holmes,5I9zIwGB6f0edpjO5oX2b9,0.824,0.739,0,-7.198,1,0.0602,0.24,1.43e-06,0.0866,0.954,139.344,audio_features,5I9zIwGB6f0edpjO5oX2b9,spotify:track:5I9zIwGB6f0edpjO5oX2b9,https://api.spotify.com/v1/tracks/5I9zIwGB6f0edpjO5oX2b9,https://api.spotify.com/v1/audio-analysis/5I9zIwGB6f0edpjO5oX2b9,275293,4
Coming Home,Roméo,3F5aooCMveFOGQamHvgNYy,0.726,0.517,7,-7.228,1,0.0251,0.124,4.78e-05,0.148,0.64,103.057,audio_features,3F5aooCMveFOGQamHvgNYy,spotify:track:3F5aooCMveFOGQamHvgNYy,https://api.spotify.com/v1/tracks/3F5aooCMveFOGQamHvgNYy,https://api.spotify.com/v1/audio-analysis/3F5aooCMveFOGQamHvgNYy,213840,4
My Sweet Rosalie,Brotherhood of Man,7CROTpvkmd0qSgpONYIisK,0.657,0.641,2,-10.655,1,0.0331,0.425,0.0,0.122,0.884,92.862,audio_features,7CROTpvkmd0qSgpONYIisK,spotify:track:7CROTpvkmd0qSgpONYIisK,https://api.spotify.com/v1/tracks/7CROTpvkmd0qSgpONYIisK,https://api.spotify.com/v1/audio-analysis/7CROTpvkmd0qSgpONYIisK,159400,4
Everything I Own,Bread,52VIdyKqp1pJRSyUQaxKUA,0.365,0.338,2,-13.406,1,0.0322,0.735,0.0,0.104,0.446,79.241,audio_features,52VIdyKqp1pJRSyUQaxKUA,spotify:track:52VIdyKqp1pJRSyUQaxKUA,https://api.spotify.com/v1/tracks/52VIdyKqp1pJRSyUQaxKUA,https://api.spotify.com/v1/audio-analysis/52VIdyKqp1pJRSyUQaxKUA,187000,4
Thunder In My Heart,Leo Sayer,0mF8CGF69vDJe4y6Mggiyd,0.694,0.834,9,-5.244,0,0.0562,0.00105,0.163,0.129,0.507,128.911,audio_features,0mF8CGF69vDJe4y6Mggiyd,spotify:track:0mF8CGF69vDJe4y6Mggiyd,https://api.spotify.com/v1/tracks/0mF8CGF69vDJe4y6Mggiyd,https://api.spotify.com/v1/audio-analysis/0mF8CGF69vDJe4y6Mggiyd,216893,4
Soul Limbo,Booker T. & the M.G.'s,06yzME6dtXmBFO4DB5rVaT,0.703,0.663,0,-10.463,1,0.0415,0.109,0.797,0.0831,0.974,124.299,audio_features,06yzME6dtXmBFO4DB5rVaT,spotify:track:06yzME6dtXmBFO4DB5rVaT,https://api.spotify.com/v1/tracks/06yzME6dtXmBFO4DB5rVaT,https://api.spotify.com/v1/audio-analysis/06yzME6dtXmBFO4DB5rVaT,142107,4
How Do I Make You,Linda Ronstadt,7aWNUqP1bW2xIBfqpDDnxm,0.209,0.732,4,-13.586,0,0.1,0.000243,0.0382,0.734,0.584,168.977,audio_features,7aWNUqP1bW2xIBfqpDDnxm,spotify:track:7aWNUqP1bW2xIBfqpDDnxm,https://api.spotify.com/v1/tracks/7aWNUqP1bW2xIBfqpDDnxm,https://api.spotify.com/v1/audio-analysis/7aWNUqP1bW2xIBfqpDDnxm,172533,4
Real Men,Joe Jackson,5ImoRAws2ni1qYWrLR7sqi,0.676,0.452,2,-7.283,1,0.0265,0.494,1.89e-06,0.08,0.345,113.899,audio_features,5ImoRAws2ni1qYWrLR7sqi,spotify:track:5ImoRAws2ni1qYWrLR7sqi,https://api.spotify.com/v1/tracks/5ImoRAws2ni1qYWrLR7sqi,https://api.spotify.com/v1/audio-analysis/5ImoRAws2ni1qYWrLR7sqi,242573,4
Hunting High and Low,a-ha,5tewIdMVsaJWN19ZnmnPNN,0.513,0.676,9,-6.148,0,0.0309,0.301,0.0,0.0864,0.311,116.592,audio_features,5tewIdMVsaJWN19ZnmnPNN,spotify:track:5tewIdMVsaJWN19ZnmnPNN,https://api.spotify.com/v1/tracks/5tewIdMVsaJWN19ZnmnPNN,https://api.spotify.com/v1/audio-analysis/5tewIdMVsaJWN19ZnmnPNN,228693,4
Don't Fall In Love With A Dreamer,Kenny Rogers,6xSrfSM8IvRPzwbC4VjBcg,0.575,0.219,9,-16.678,1,0.0274,0.531,0.0,0.0946,0.329,79.976,audio_features,6xSrfSM8IvRPzwbC4VjBcg,spotify:track:6xSrfSM8IvRPzwbC4VjBcg,https://api.spotify.com/v1/tracks/6xSrfSM8IvRPzwbC4VjBcg,https://api.spotify.com/v1/audio-analysis/6xSrfSM8IvRPzwbC4VjBcg,222067,4
Don't Fall In Love With A Dreamer,Kim Carnes,6xSrfSM8IvRPzwbC4VjBcg,0.575,0.219,9,-16.678,1,0.0274,0.531,0.0,0.0946,0.329,79.976,audio_features,6xSrfSM8IvRPzwbC4VjBcg,spotify:track:6xSrfSM8IvRPzwbC4VjBcg,https://api.spotify.com/v1/tracks/6xSrfSM8IvRPzwbC4VjBcg,https://api.spotify.com/v1/audio-analysis/6xSrfSM8IvRPzwbC4VjBcg,222067,4
Si on chantait,Julien Clerc,5VzcefNT5bwgU8q95qXob0,0.396,0.68,1,-11.159,1,0.122,0.0441,0.00257,0.0929,0.757,156.347,audio_features,5VzcefNT5bwgU8q95qXob0,spotify:track:5VzcefNT5bwgU8q95qXob0,https://api.spotify.com/v1/tracks/5VzcefNT5bwgU8q95qXob0,https://api.spotify.com/v1/audio-analysis/5VzcefNT5bwgU8q95qXob0,200800,4
Vrede,Ruth Jacott,1ijSg7COGeKN7Cu9ejnPet,0.67,0.637,8,-12.141,1,0.058,0.143,0.0,0.325,0.731,102.762,audio_features,1ijSg7COGeKN7Cu9ejnPet,spotify:track:1ijSg7COGeKN7Cu9ejnPet,https://api.spotify.com/v1/tracks/1ijSg7COGeKN7Cu9ejnPet,https://api.spotify.com/v1/audio-analysis/1ijSg7COGeKN7Cu9ejnPet,197960,4
Glory of Love,Peter Cetera,1eyq8cjUQ2daFthW2PC2GM,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,audio_features,1eyq8cjUQ2daFthW2PC2GM,spotify:track:1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/tracks/1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/audio-analysis/1eyq8cjUQ2daFthW2PC2GM,258333,4
The War Song - Remastered 2003,Culture Club,1UjdzJkBwidn55CUo5TB1O,0.811,0.76,0,-6.685,1,0.0389,0.225,0.0,0.0527,0.913,117.14,audio_features,1UjdzJkBwidn55CUo5TB1O,spotify:track:1UjdzJkBwidn55CUo5TB1O,https://api.spotify.com/v1/tracks/1UjdzJkBwidn55CUo5TB1O,https://api.spotify.com/v1/audio-analysis/1UjdzJkBwidn55CUo5TB1O,253987,4
Dance Away,Roxy Music,6BKVev5kACyEaolcJkaUbz,0.804,0.688,0,-5.893,0,0.0632,0.0662,0.000112,0.0392,0.942,123.002,audio_features,6BKVev5kACyEaolcJkaUbz,spotify:track:6BKVev5kACyEaolcJkaUbz,https://api.spotify.com/v1/tracks/6BKVev5kACyEaolcJkaUbz,https://api.spotify.com/v1/audio-analysis/6BKVev5kACyEaolcJkaUbz,228267,4
Also Sprach Zarathustra,Deodato,10Zbcuxvlig5qUDmuGgEcL,0.556,0.669,5,-11.8,1,0.0379,0.771,0.851,0.0924,0.594,100.836,audio_features,10Zbcuxvlig5qUDmuGgEcL,spotify:track:10Zbcuxvlig5qUDmuGgEcL,https://api.spotify.com/v1/tracks/10Zbcuxvlig5qUDmuGgEcL,https://api.spotify.com/v1/audio-analysis/10Zbcuxvlig5qUDmuGgEcL,541173,4
True Love That's a Wonder,Sandy Coast,3KUgZRcIsozRPbHkZ4CWVL,0.576,0.821,2,-9.632,1,0.0417,0.393,0.00369,0.375,0.858,121.622,audio_features,3KUgZRcIsozRPbHkZ4CWVL,spotify:track:3KUgZRcIsozRPbHkZ4CWVL,https://api.spotify.com/v1/tracks/3KUgZRcIsozRPbHkZ4CWVL,https://api.spotify.com/v1/audio-analysis/3KUgZRcIsozRPbHkZ4CWVL,195707,4
Who Put The Bomp?,Barry Mann,1zjzLPwQi3qoKndgNurI29,0.46,0.809,0,-3.864,1,0.0489,0.568,0.0,0.0424,0.829,86.556,audio_features,1zjzLPwQi3qoKndgNurI29,spotify:track:1zjzLPwQi3qoKndgNurI29,https://api.spotify.com/v1/tracks/1zjzLPwQi3qoKndgNurI29,https://api.spotify.com/v1/audio-analysis/1zjzLPwQi3qoKndgNurI29,162067,4
Take It Or Leave It,The Searchers,52DMCgiGrW5QbAr5l5gTHC,0.383,0.583,11,-7.777,1,0.0286,0.595,0.0,0.243,0.714,100.044,audio_features,52DMCgiGrW5QbAr5l5gTHC,spotify:track:52DMCgiGrW5QbAr5l5gTHC,https://api.spotify.com/v1/tracks/52DMCgiGrW5QbAr5l5gTHC,https://api.spotify.com/v1/audio-analysis/52DMCgiGrW5QbAr5l5gTHC,166693,4
Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,audio_features,7A0apkTSTvMbSI7yplcmlh,spotify:track:7A0apkTSTvMbSI7yplcmlh,https://api.spotify.com/v1/tracks/7A0apkTSTvMbSI7yplcmlh,https://api.spotify.com/v1/audio-analysis/7A0apkTSTvMbSI7yplcmlh,203333,4
Sailor,Sailor,4V1HJ5snYqFZBOLdSizJR5,0.482,0.559,0,-11.696,1,0.0327,0.497,0.0,0.13,0.391,101.651,audio_features,4V1HJ5snYqFZBOLdSizJR5,spotify:track:4V1HJ5snYqFZBOLdSizJR5,https://api.spotify.com/v1/tracks/4V1HJ5snYqFZBOLdSizJR5,https://api.spotify.com/v1/audio-analysis/4V1HJ5snYqFZBOLdSizJR5,172153,4
Don't Be Afraid Of The Dark,The Robert Cray Band,0aF6dyaQOHXteyX91EoiJz,0.707,0.501,8,-12.143,1,0.0287,0.63,6.83e-05,0.0482,0.791,113.263,audio_features,0aF6dyaQOHXteyX91EoiJz,spotify:track:0aF6dyaQOHXteyX91EoiJz,https://api.spotify.com/v1/tracks/0aF6dyaQOHXteyX91EoiJz,https://api.spotify.com/v1/audio-analysis/0aF6dyaQOHXteyX91EoiJz,226507,4
You Rock My World - Radio Edit,Michael Jackson,4oY2T9ur7Ll5b2kpBlcWcb,0.819,0.774,4,-2.53,0,0.101,0.0297,0.000626,0.0896,0.947,95.004,audio_features,4oY2T9ur7Ll5b2kpBlcWcb,spotify:track:4oY2T9ur7Ll5b2kpBlcWcb,https://api.spotify.com/v1/tracks/4oY2T9ur7Ll5b2kpBlcWcb,https://api.spotify.com/v1/audio-analysis/4oY2T9ur7Ll5b2kpBlcWcb,265933,4
"Can't Get Enough Of Your Love, Babe",Barry White,3mWpUEBYnv9SIFWfixSJFx,0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,audio_features,3mWpUEBYnv9SIFWfixSJFx,spotify:track:3mWpUEBYnv9SIFWfixSJFx,https://api.spotify.com/v1/tracks/3mWpUEBYnv9SIFWfixSJFx,https://api.spotify.com/v1/audio-analysis/3mWpUEBYnv9SIFWfixSJFx,274000,4
"The Theme from ""The Deer Hunter"" (Cavatina)",The Shadows,1ZzRuFUIYVIMQmPhZbnpdf,0.505,0.226,4,-13.649,1,0.0258,0.707,0.883,0.118,0.121,81.246,audio_features,1ZzRuFUIYVIMQmPhZbnpdf,spotify:track:1ZzRuFUIYVIMQmPhZbnpdf,https://api.spotify.com/v1/tracks/1ZzRuFUIYVIMQmPhZbnpdf,https://api.spotify.com/v1/audio-analysis/1ZzRuFUIYVIMQmPhZbnpdf,206067,3
When Am I Going to Make a Living,Sade,3AJ8EYzoSF20o1WVkvWjz4,0.693,0.652,9,-6.524,1,0.0288,0.471,0.0,0.0922,0.83,94.322,audio_features,3AJ8EYzoSF20o1WVkvWjz4,spotify:track:3AJ8EYzoSF20o1WVkvWjz4,https://api.spotify.com/v1/tracks/3AJ8EYzoSF20o1WVkvWjz4,https://api.spotify.com/v1/audio-analysis/3AJ8EYzoSF20o1WVkvWjz4,205973,4
The World's Greatest,R. Kelly,3jM2x40f38ny0BZSF1AV8P,0.641,0.512,11,-9.514,0,0.0346,0.419,0.0,0.045,0.755,96.185,audio_features,3jM2x40f38ny0BZSF1AV8P,spotify:track:3jM2x40f38ny0BZSF1AV8P,https://api.spotify.com/v1/tracks/3jM2x40f38ny0BZSF1AV8P,https://api.spotify.com/v1/audio-analysis/3jM2x40f38ny0BZSF1AV8P,275013,4
The Days of Pearly Spencer,David McWilliams,0Ed5vZvoQEWEAWtthNHrzv,0.422,0.752,9,-8.008,0,0.0598,0.0842,4.22e-05,0.127,0.535,105.391,audio_features,0Ed5vZvoQEWEAWtthNHrzv,spotify:track:0Ed5vZvoQEWEAWtthNHrzv,https://api.spotify.com/v1/tracks/0Ed5vZvoQEWEAWtthNHrzv,https://api.spotify.com/v1/audio-analysis/0Ed5vZvoQEWEAWtthNHrzv,156467,4
Everything's Alright,The Newbeats,0FydSfX9CbP1dFbKxDlWRR,0.539,0.458,2,-15.795,1,0.033,0.821,0.00519,0.21,0.831,164.077,audio_features,0FydSfX9CbP1dFbKxDlWRR,spotify:track:0FydSfX9CbP1dFbKxDlWRR,https://api.spotify.com/v1/tracks/0FydSfX9CbP1dFbKxDlWRR,https://api.spotify.com/v1/audio-analysis/0FydSfX9CbP1dFbKxDlWRR,137013,4
You Drive Me Crazy - (Single Version) [Remastered],Shakin' Stevens,24e9ehPkZ6FtkMOdgxSGPQ,0.754,0.927,5,-2.62,1,0.0313,0.167,2.36e-06,0.283,0.974,119.49,audio_features,24e9ehPkZ6FtkMOdgxSGPQ,spotify:track:24e9ehPkZ6FtkMOdgxSGPQ,https://api.spotify.com/v1/tracks/24e9ehPkZ6FtkMOdgxSGPQ,https://api.spotify.com/v1/audio-analysis/24e9ehPkZ6FtkMOdgxSGPQ,172667,4
Only One Woman,The Marbles,725gaZT2pzZdi2YgSYx8vG,0.404,0.495,5,-9.886,1,0.0319,0.481,9.73e-06,0.209,0.265,75.917,audio_features,725gaZT2pzZdi2YgSYx8vG,spotify:track:725gaZT2pzZdi2YgSYx8vG,https://api.spotify.com/v1/tracks/725gaZT2pzZdi2YgSYx8vG,https://api.spotify.com/v1/audio-analysis/725gaZT2pzZdi2YgSYx8vG,160187,3
Troglodyte (Cave Man),The Jimmy Castor Bunch,08L6jFH2p1NfDXX4suPvp2,0.797,0.653,5,-14.226,1,0.0722,0.0527,0.0043,0.0801,0.861,133.294,audio_features,08L6jFH2p1NfDXX4suPvp2,spotify:track:08L6jFH2p1NfDXX4suPvp2,https://api.spotify.com/v1/tracks/08L6jFH2p1NfDXX4suPvp2,https://api.spotify.com/v1/audio-analysis/08L6jFH2p1NfDXX4suPvp2,217896,4
Cupid / I've Loved You for a Long Time,The Spinners,6zKFVGEDGLtf63Yxpz8kzJ,0.783,0.669,9,-9.438,1,0.043,0.355,0.0,0.0826,0.871,122.772,audio_features,6zKFVGEDGLtf63Yxpz8kzJ,spotify:track:6zKFVGEDGLtf63Yxpz8kzJ,https://api.spotify.com/v1/tracks/6zKFVGEDGLtf63Yxpz8kzJ,https://api.spotify.com/v1/audio-analysis/6zKFVGEDGLtf63Yxpz8kzJ,236693,4
