track.name,name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Bohemian Rhapsody - Remastered 2011,Queen,4u7EnebtmKWzUH433cf5Qv,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,354320,4
Child in Time,Deep Purple,21cp8L9Pei4AgysZVihjSv,0.331,0.34,9,-14.784,0,0.0369,0.313,0.607,0.234,0.365,126.672,audio_features,21cp8L9Pei4AgysZVihjSv,spotify:track:21cp8L9Pei4AgysZVihjSv,https://api.spotify.com/v1/tracks/21cp8L9Pei4AgysZVihjSv,https://api.spotify.com/v1/audio-analysis/21cp8L9Pei4AgysZVihjSv,619267,4
Paradise By the Dashboard Light,Meat Loaf,2g7gviEeJr6pyxO7G35EWQ,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,audio_features,2g7gviEeJr6pyxO7G35EWQ,spotify:track:2g7gviEeJr6pyxO7G35EWQ,https://api.spotify.com/v1/tracks/2g7gviEeJr6pyxO7G35EWQ,https://api.spotify.com/v1/audio-analysis/2g7gviEeJr6pyxO7G35EWQ,508333,4
Nights In White Satin - Single Version / Mono,The Moody Blues,6L5BZEcZmD6RBJnimzlyKr,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,audio_features,6L5BZEcZmD6RBJnimzlyKr,spotify:track:6L5BZEcZmD6RBJnimzlyKr,https://api.spotify.com/v1/tracks/6L5BZEcZmD6RBJnimzlyKr,https://api.spotify.com/v1/audio-analysis/6L5BZEcZmD6RBJnimzlyKr,269107,4
Rain And Tears,Aphrodite's Child,3gE5067onHssnwibln70ef,0.306,0.426,2,-10.943,0,0.0297,0.159,0.0,0.0867,0.326,73.22,audio_features,3gE5067onHssnwibln70ef,spotify:track:3gE5067onHssnwibln70ef,https://api.spotify.com/v1/tracks/3gE5067onHssnwibln70ef,https://api.spotify.com/v1/audio-analysis/3gE5067onHssnwibln70ef,191493,4
Hotel California - 2013 Remaster,Eagles,40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
Suspicious Minds,Elvis Presley,1H5IfYyIIAlgDX8zguUzns,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,audio_features,1H5IfYyIIAlgDX8zguUzns,spotify:track:1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/tracks/1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/audio-analysis/1H5IfYyIIAlgDX8zguUzns,261280,4
A Whiter Shade Of Pale,Procol Harum,3qitymULqEibr7yknRMKU4,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,audio_features,3qitymULqEibr7yknRMKU4,spotify:track:3qitymULqEibr7yknRMKU4,https://api.spotify.com/v1/tracks/3qitymULqEibr7yknRMKU4,https://api.spotify.com/v1/audio-analysis/3qitymULqEibr7yknRMKU4,248947,4
Yesterday - Remastered 2009,The Beatles,3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,audio_features,3BQHpFgAp4l80e1XslIjNI,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4
"You're The First, The Last, My Everything - Edit",Barry White,3rqXP37YkEnizabzjM7uIu,0.631,0.59,5,-12.138,1,0.0297,0.00367,0.00299,0.0537,0.927,130.145,audio_features,3rqXP37YkEnizabzjM7uIu,spotify:track:3rqXP37YkEnizabzjM7uIu,https://api.spotify.com/v1/tracks/3rqXP37YkEnizabzjM7uIu,https://api.spotify.com/v1/audio-analysis/3rqXP37YkEnizabzjM7uIu,208933,4
Eloise,Barry Ryan,6z9XVXX8AXxVunhocuLTMe,0.425,0.591,0,-11.996,1,0.0321,0.22,0.0,0.355,0.461,131.087,audio_features,6z9XVXX8AXxVunhocuLTMe,spotify:track:6z9XVXX8AXxVunhocuLTMe,https://api.spotify.com/v1/tracks/6z9XVXX8AXxVunhocuLTMe,https://api.spotify.com/v1/audio-analysis/6z9XVXX8AXxVunhocuLTMe,345173,4
Angie - Remastered 2009,The Rolling Stones,1GcVa4jFySlun4jLSuMhiq,0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,audio_features,1GcVa4jFySlun4jLSuMhiq,spotify:track:1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/tracks/1GcVa4jFySlun4jLSuMhiq,https://api.spotify.com/v1/audio-analysis/1GcVa4jFySlun4jLSuMhiq,272000,4
I Want To Break Free - Single Remix,Queen,2AkmdLbVKS1steeZdy8H1l,0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.95,audio_features,2AkmdLbVKS1steeZdy8H1l,spotify:track:2AkmdLbVKS1steeZdy8H1l,https://api.spotify.com/v1/tracks/2AkmdLbVKS1steeZdy8H1l,https://api.spotify.com/v1/audio-analysis/2AkmdLbVKS1steeZdy8H1l,258013,4
Waterloo,ABBA,3Dy4REq8O09IlgiwuHQ3sk,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,audio_features,3Dy4REq8O09IlgiwuHQ3sk,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,https://api.spotify.com/v1/tracks/3Dy4REq8O09IlgiwuHQ3sk,https://api.spotify.com/v1/audio-analysis/3Dy4REq8O09IlgiwuHQ3sk,168960,4
Think,Aretha Franklin,0jkBzn7J5jc889TYxwvXy6,0.69,0.75,6,-6.449,1,0.0442,0.374,0.0,0.603,0.905,110.102,audio_features,0jkBzn7J5jc889TYxwvXy6,spotify:track:0jkBzn7J5jc889TYxwvXy6,https://api.spotify.com/v1/tracks/0jkBzn7J5jc889TYxwvXy6,https://api.spotify.com/v1/audio-analysis/0jkBzn7J5jc889TYxwvXy6,138720,4
Massachusetts - Stereo Version,Bee Gees,3o7k5Mcdi0PFAXICTqjxra,0.483,0.573,7,-7.951,1,0.0286,0.00221,3.14e-05,0.0674,0.506,102.122,audio_features,3o7k5Mcdi0PFAXICTqjxra,spotify:track:3o7k5Mcdi0PFAXICTqjxra,https://api.spotify.com/v1/tracks/3o7k5Mcdi0PFAXICTqjxra,https://api.spotify.com/v1/audio-analysis/3o7k5Mcdi0PFAXICTqjxra,146907,4
Dromen Zijn Bedrog,Marco Borsato,2o4iWZOFE8kkl0tK66WADw,0.606,0.859,0,-8.723,0,0.0375,0.0306,0.0,0.255,0.639,132.021,audio_features,2o4iWZOFE8kkl0tK66WADw,spotify:track:2o4iWZOFE8kkl0tK66WADw,https://api.spotify.com/v1/tracks/2o4iWZOFE8kkl0tK66WADw,https://api.spotify.com/v1/audio-analysis/2o4iWZOFE8kkl0tK66WADw,242733,4
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,222813,4
November Rain,Guns N' Roses,3YRCqOhFifThpSRFJ1VWFM,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,audio_features,3YRCqOhFifThpSRFJ1VWFM,spotify:track:3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,536067,4
House of the Rising Sun,The Animals,4mn2kNTqiGLwaUR8JdhJ1l,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,audio_features,4mn2kNTqiGLwaUR8JdhJ1l,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/tracks/4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/audio-analysis/4mn2kNTqiGLwaUR8JdhJ1l,269907,3
Imagine - Remastered 2010,John Lennon,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4
In the Ghetto,Elvis Presley,7KWoeBqSdZHEloYKVxssfG,0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916,audio_features,7KWoeBqSdZHEloYKVxssfG,spotify:track:7KWoeBqSdZHEloYKVxssfG,https://api.spotify.com/v1/tracks/7KWoeBqSdZHEloYKVxssfG,https://api.spotify.com/v1/audio-analysis/7KWoeBqSdZHEloYKVxssfG,167413,4
With Or Without You,U2,6ADSaE87h8Y3lccZlBJdXH,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,audio_features,6ADSaE87h8Y3lccZlBJdXH,spotify:track:6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/tracks/6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/audio-analysis/6ADSaE87h8Y3lccZlBJdXH,295516,4
Dancing Queen,ABBA,0GjEhVFGZW8afUYGChu3Rr,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4
"Paint It, Black",The Rolling Stones,63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
Let It Be - Remastered 2009,The Beatles,7iN1s7xHE4ifF5povM6A48,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,audio_features,7iN1s7xHE4ifF5povM6A48,spotify:track:7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,243027,4
Liefs Uit Londen,BLØF,0KCcRzDsTMAbivhwGzdFZx,0.436,0.133,0,-18.596,1,0.0357,0.805,0.000284,0.176,0.134,77.464,audio_features,0KCcRzDsTMAbivhwGzdFZx,spotify:track:0KCcRzDsTMAbivhwGzdFZx,https://api.spotify.com/v1/tracks/0KCcRzDsTMAbivhwGzdFZx,https://api.spotify.com/v1/audio-analysis/0KCcRzDsTMAbivhwGzdFZx,238893,3
Brothers In Arms,Dire Straits,0CzeAbfKFnxnWjwo5iYiCG,0.413,0.296,8,-13.904,0,0.0277,0.531,0.801,0.183,0.144,79.273,audio_features,0CzeAbfKFnxnWjwo5iYiCG,spotify:track:0CzeAbfKFnxnWjwo5iYiCG,https://api.spotify.com/v1/tracks/0CzeAbfKFnxnWjwo5iYiCG,https://api.spotify.com/v1/audio-analysis/0CzeAbfKFnxnWjwo5iYiCG,424000,4
Huilen Is Voor Jou Te Laat,Corry Konings,4U1A0oVoa56DKZ4gIyeXPv,0.788,0.46,4,-11.164,1,0.0394,0.501,0.000297,0.281,0.564,115.679,audio_features,4U1A0oVoa56DKZ4gIyeXPv,spotify:track:4U1A0oVoa56DKZ4gIyeXPv,https://api.spotify.com/v1/tracks/4U1A0oVoa56DKZ4gIyeXPv,https://api.spotify.com/v1/audio-analysis/4U1A0oVoa56DKZ4gIyeXPv,187427,4
Music,John Miles,7MKHewi8B8hX5eABFi0o2A,0.266,0.308,4,-12.955,1,0.0302,0.012,0.0241,0.632,0.124,87.249,audio_features,7MKHewi8B8hX5eABFi0o2A,spotify:track:7MKHewi8B8hX5eABFi0o2A,https://api.spotify.com/v1/tracks/7MKHewi8B8hX5eABFi0o2A,https://api.spotify.com/v1/audio-analysis/7MKHewi8B8hX5eABFi0o2A,352213,4
Dreadlock Holiday,10cc,1LOZMYF5s8qhW7Rv4w2gun,0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,audio_features,1LOZMYF5s8qhW7Rv4w2gun,spotify:track:1LOZMYF5s8qhW7Rv4w2gun,https://api.spotify.com/v1/tracks/1LOZMYF5s8qhW7Rv4w2gun,https://api.spotify.com/v1/audio-analysis/1LOZMYF5s8qhW7Rv4w2gun,267947,4
Angels,Robbie Williams,7CKbqqrs0AS1si1ZgaQdcj,0.431,0.59,4,-6.362,1,0.0284,0.163,1.11e-05,0.0981,0.257,150.193,audio_features,7CKbqqrs0AS1si1ZgaQdcj,spotify:track:7CKbqqrs0AS1si1ZgaQdcj,https://api.spotify.com/v1/tracks/7CKbqqrs0AS1si1ZgaQdcj,https://api.spotify.com/v1/audio-analysis/7CKbqqrs0AS1si1ZgaQdcj,265333,4
Good Vibrations - Remastered 2001,The Beach Boys,5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,audio_features,5t9KYe0Fhd5cW6UYT4qP8f,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/tracks/5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/audio-analysis/5t9KYe0Fhd5cW6UYT4qP8f,219027,4
Zij Gelooft In Mij,Andre Hazes,4GrQPpjaZmBf67b9Uh83T8,0.459,0.442,10,-9.145,1,0.0258,0.273,1.76e-05,0.251,0.155,79.971,audio_features,4GrQPpjaZmBf67b9Uh83T8,spotify:track:4GrQPpjaZmBf67b9Uh83T8,https://api.spotify.com/v1/tracks/4GrQPpjaZmBf67b9Uh83T8,https://api.spotify.com/v1/audio-analysis/4GrQPpjaZmBf67b9Uh83T8,229973,4
The Winner Takes It All,ABBA,3oEkrIfXfSh9zGnE7eBzSV,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,audio_features,3oEkrIfXfSh9zGnE7eBzSV,spotify:track:3oEkrIfXfSh9zGnE7eBzSV,https://api.spotify.com/v1/tracks/3oEkrIfXfSh9zGnE7eBzSV,https://api.spotify.com/v1/audio-analysis/3oEkrIfXfSh9zGnE7eBzSV,294720,4
Ben Ik Te Min,Armand,6S0Hxg9ZpTX3y2xauvgura,0.33,0.888,9,-4.048,1,0.0359,0.00423,0.0,0.184,0.727,91.999,audio_features,6S0Hxg9ZpTX3y2xauvgura,spotify:track:6S0Hxg9ZpTX3y2xauvgura,https://api.spotify.com/v1/tracks/6S0Hxg9ZpTX3y2xauvgura,https://api.spotify.com/v1/audio-analysis/6S0Hxg9ZpTX3y2xauvgura,219853,4
Don't Let Me Be Misunderstood,The Animals,0V1hBXTdYOWv3N2FVzG3OM,0.546,0.568,11,-9.604,0,0.0285,0.146,0.0,0.77,0.488,112.584,audio_features,0V1hBXTdYOWv3N2FVzG3OM,spotify:track:0V1hBXTdYOWv3N2FVzG3OM,https://api.spotify.com/v1/tracks/0V1hBXTdYOWv3N2FVzG3OM,https://api.spotify.com/v1/audio-analysis/0V1hBXTdYOWv3N2FVzG3OM,145693,4
Du,Peter Maffay,6fFshpRdAV1MHSpzXP3Yyk,0.493,0.453,11,-11.99,1,0.0265,0.15,0.00435,0.427,0.461,94.021,audio_features,6fFshpRdAV1MHSpzXP3Yyk,spotify:track:6fFshpRdAV1MHSpzXP3Yyk,https://api.spotify.com/v1/tracks/6fFshpRdAV1MHSpzXP3Yyk,https://api.spotify.com/v1/audio-analysis/6fFshpRdAV1MHSpzXP3Yyk,298093,3
Manuela,Jacques Herb,4XFI9b0xWHS0ZhPNN15xbm,0.496,0.501,4,-10.288,1,0.0271,0.23,1.53e-06,0.268,0.391,87.56,audio_features,4XFI9b0xWHS0ZhPNN15xbm,spotify:track:4XFI9b0xWHS0ZhPNN15xbm,https://api.spotify.com/v1/tracks/4XFI9b0xWHS0ZhPNN15xbm,https://api.spotify.com/v1/audio-analysis/4XFI9b0xWHS0ZhPNN15xbm,297560,4
Hey Jude - Remastered 2015,The Beatles,0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,audio_features,0aym2LBJBk9DAYuHHutrIl,spotify:track:0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/tracks/0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/audio-analysis/0aym2LBJBk9DAYuHHutrIl,425653,4
Radar Love,Golden Earring,4Zau4QvgyxWiWQ5KQrwL43,0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144,audio_features,4Zau4QvgyxWiWQ5KQrwL43,spotify:track:4Zau4QvgyxWiWQ5KQrwL43,https://api.spotify.com/v1/tracks/4Zau4QvgyxWiWQ5KQrwL43,https://api.spotify.com/v1/audio-analysis/4Zau4QvgyxWiWQ5KQrwL43,386707,4
Sloop John B,The Beach Boys,2ULL3VZf4WwBKO4vjwT7Bg,0.567,0.745,8,-5.423,1,0.0264,0.402,0.0,0.0873,0.903,125.575,audio_features,2ULL3VZf4WwBKO4vjwT7Bg,spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,https://api.spotify.com/v1/tracks/2ULL3VZf4WwBKO4vjwT7Bg,https://api.spotify.com/v1/audio-analysis/2ULL3VZf4WwBKO4vjwT7Bg,180133,4
Verdronken Vlinder,Boudewijn de Groot,6WVSZMmvptfhEJLeq1xYDv,0.348,0.481,10,-12.218,1,0.0396,0.516,0.00832,0.164,0.781,128.73,audio_features,6WVSZMmvptfhEJLeq1xYDv,spotify:track:6WVSZMmvptfhEJLeq1xYDv,https://api.spotify.com/v1/tracks/6WVSZMmvptfhEJLeq1xYDv,https://api.spotify.com/v1/audio-analysis/6WVSZMmvptfhEJLeq1xYDv,147000,4
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,7rPzEczIS574IgPaiPieS3,0.693,0.353,0,-17.852,1,0.0414,0.0704,0.00113,0.503,0.75,104.143,audio_features,7rPzEczIS574IgPaiPieS3,spotify:track:7rPzEczIS574IgPaiPieS3,https://api.spotify.com/v1/tracks/7rPzEczIS574IgPaiPieS3,https://api.spotify.com/v1/audio-analysis/7rPzEczIS574IgPaiPieS3,228587,4
Feel,Robbie Williams,2Ms33RTRCT6gArrpcrPxmo,0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,audio_features,2Ms33RTRCT6gArrpcrPxmo,spotify:track:2Ms33RTRCT6gArrpcrPxmo,https://api.spotify.com/v1/tracks/2Ms33RTRCT6gArrpcrPxmo,https://api.spotify.com/v1/audio-analysis/2Ms33RTRCT6gArrpcrPxmo,263867,4
Goodnight Saigon,Billy Joel,5bIwtIednTXz7BHnnoQN06,0.598,0.398,0,-14.208,1,0.0613,0.152,0.0,0.116,0.135,129.125,audio_features,5bIwtIednTXz7BHnnoQN06,spotify:track:5bIwtIednTXz7BHnnoQN06,https://api.spotify.com/v1/tracks/5bIwtIednTXz7BHnnoQN06,https://api.spotify.com/v1/audio-analysis/5bIwtIednTXz7BHnnoQN06,423267,4
Stil In Mij,Van Dik Hout,3xOiF0xnt47PgOwprICudF,0.586,0.653,11,-8.576,1,0.0315,0.215,0.000555,0.133,0.388,99.454,audio_features,3xOiF0xnt47PgOwprICudF,spotify:track:3xOiF0xnt47PgOwprICudF,https://api.spotify.com/v1/tracks/3xOiF0xnt47PgOwprICudF,https://api.spotify.com/v1/audio-analysis/3xOiF0xnt47PgOwprICudF,244933,4
Old and Wise,The Alan Parsons Project,5Jt2AQv1c3RUF5ENtAYF1i,0.375,0.317,0,-11.741,0,0.0315,0.727,2.92e-05,0.123,0.12,112.003,audio_features,5Jt2AQv1c3RUF5ENtAYF1i,spotify:track:5Jt2AQv1c3RUF5ENtAYF1i,https://api.spotify.com/v1/tracks/5Jt2AQv1c3RUF5ENtAYF1i,https://api.spotify.com/v1/audio-analysis/5Jt2AQv1c3RUF5ENtAYF1i,295253,4
The River,Bruce Springsteen,7HrzErXq3TsKOY1gmdIShB,0.587,0.536,7,-11.248,1,0.0304,0.179,2.75e-05,0.305,0.59,117.498,audio_features,7HrzErXq3TsKOY1gmdIShB,spotify:track:7HrzErXq3TsKOY1gmdIShB,https://api.spotify.com/v1/tracks/7HrzErXq3TsKOY1gmdIShB,https://api.spotify.com/v1/audio-analysis/7HrzErXq3TsKOY1gmdIShB,301547,4
Stairway to Heaven - Remaster,Led Zeppelin,5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,7s25THrKz86DM225dOYwnr,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4
Careless Whisper,George Michael,2R7858bg0GHuBBxjTyOL7N,0.583,0.545,2,-11.698,0,0.0351,0.232,0.0,0.133,0.801,153.249,audio_features,2R7858bg0GHuBBxjTyOL7N,spotify:track:2R7858bg0GHuBBxjTyOL7N,https://api.spotify.com/v1/tracks/2R7858bg0GHuBBxjTyOL7N,https://api.spotify.com/v1/audio-analysis/2R7858bg0GHuBBxjTyOL7N,302600,4
Albatross,Fleetwood Mac,3iZ5twPwvFeOUQA4Deu8tP,0.468,0.105,6,-16.289,0,0.0327,0.804,0.874,0.109,0.25,67.168,audio_features,3iZ5twPwvFeOUQA4Deu8tP,spotify:track:3iZ5twPwvFeOUQA4Deu8tP,https://api.spotify.com/v1/tracks/3iZ5twPwvFeOUQA4Deu8tP,https://api.spotify.com/v1/audio-analysis/3iZ5twPwvFeOUQA4Deu8tP,190107,4
Summer Of '69,Bryan Adams,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053,4
Bring It on Home to Me,The Animals,7G7pOhH50ZWkcl0BhmJdqw,0.497,0.467,7,-9.012,1,0.0264,0.505,1.12e-06,0.117,0.813,82.851,audio_features,7G7pOhH50ZWkcl0BhmJdqw,spotify:track:7G7pOhH50ZWkcl0BhmJdqw,https://api.spotify.com/v1/tracks/7G7pOhH50ZWkcl0BhmJdqw,https://api.spotify.com/v1/audio-analysis/7G7pOhH50ZWkcl0BhmJdqw,163707,4
Africa,TOTO,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
I Am...I Said - Single Version,Neil Diamond,2SK465W0wbu56rmVNHwVnk,0.268,0.379,10,-14.286,1,0.0268,0.177,5.66e-06,0.0885,0.568,90.422,audio_features,2SK465W0wbu56rmVNHwVnk,spotify:track:2SK465W0wbu56rmVNHwVnk,https://api.spotify.com/v1/tracks/2SK465W0wbu56rmVNHwVnk,https://api.spotify.com/v1/audio-analysis/2SK465W0wbu56rmVNHwVnk,213200,4
One,U2,3G69vJMWsX6ZohTykad2AU,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,audio_features,3G69vJMWsX6ZohTykad2AU,spotify:track:3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/tracks/3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/audio-analysis/3G69vJMWsX6ZohTykad2AU,276187,4
California Dreamin' - Single Version,The Mamas & The Papas,4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,audio_features,4s6LhHAV5SEsOV0lC2tjvJ,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,162373,4
Bridge Over Troubled Water,Simon & Garfunkel,6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,audio_features,6l8EbYRtQMgKOyc1gcDHF9,spotify:track:6l8EbYRtQMgKOyc1gcDHF9,https://api.spotify.com/v1/tracks/6l8EbYRtQMgKOyc1gcDHF9,https://api.spotify.com/v1/audio-analysis/6l8EbYRtQMgKOyc1gcDHF9,293120,4
No Woman No Cry,Bob Marley & The Wailers,3PQLYVskjUeRmRIfECsL0X,0.898,0.365,0,-10.452,1,0.0462,0.159,9.28e-06,0.132,0.563,98.53,audio_features,3PQLYVskjUeRmRIfECsL0X,spotify:track:3PQLYVskjUeRmRIfECsL0X,https://api.spotify.com/v1/tracks/3PQLYVskjUeRmRIfECsL0X,https://api.spotify.com/v1/audio-analysis/3PQLYVskjUeRmRIfECsL0X,226240,4
River Deep - Mountain High,Ike & Tina Turner,19jo0UT2vqD4pNVfIqTy4R,0.621,0.972,8,-3.791,1,0.0724,0.472,0.000585,0.195,0.866,155.113,audio_features,19jo0UT2vqD4pNVfIqTy4R,spotify:track:19jo0UT2vqD4pNVfIqTy4R,https://api.spotify.com/v1/tracks/19jo0UT2vqD4pNVfIqTy4R,https://api.spotify.com/v1/audio-analysis/19jo0UT2vqD4pNVfIqTy4R,244160,4
